name,album,release_year,cluster,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min
Live With Me - Live,Get Yer Ya-Ya's Out! (Remastered),1970,3,24,0.533,0.863,-6.652,0.0354,0.0139,0.0977,0.586,0.751,139.993,3.04355
Little Queenie - Live,Get Yer Ya-Ya's Out! (Remastered),1970,3,24,0.495,0.811,-6.879,0.0392,0.151,0.785,0.66,0.964,126.69,4.554433333333333
Honky Tonk Women - Live,Get Yer Ya-Ya's Out! (Remastered),1970,3,25,0.412,0.787,-8.142,0.0505,0.0398,0.49,0.735,0.802,114.076,3.57155
Street Fighting Man - Live,Get Yer Ya-Ya's Out! (Remastered),1970,0,23,0.273,0.866,-7.598,0.0346,0.000129,0.784,0.962,0.513,134.906,4.07355
Jumpin' Jack Flash - Live,Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,3,31,0.443,0.884,-9.083,0.049,0.0325,0.679,0.978,0.616,137.62,4.052216666666666
Carol - Live,Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,3,27,0.607,0.897,-7.715,0.0383,0.244,0.593,0.99,0.915,138.05,3.7746666666666666
Stray Cat Blues - Live,Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,3,24,0.401,0.743,-8.37,0.0522,0.0333,0.253,0.705,0.508,84.056,3.7853333333333334
Love In Vain - Live,Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,2,24,0.446,0.349,-12.649,0.028,0.395,0.272,0.937,0.19,82.454,4.9391
"Midnight Rambler - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,0,30,0.433,0.705,-9.348,0.0769,0.262,0.362,0.98,0.484,134.7,9.0731
Sympathy For The Devil - Live,Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,3,35,0.587,0.833,-7.331,0.0683,0.0163,0.581,0.851,0.748,112.5,6.864433333333333
Live With Me - Live,Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,3,22,0.53,0.863,-6.652,0.0358,0.0144,0.0989,0.587,0.742,139.991,3.04355
Little Queenie - Live,Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,3,27,0.506,0.812,-6.879,0.0389,0.149,0.793,0.666,0.964,124.917,4.554433333333333
Honky Tonk Women - Live,Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,3,28,0.412,0.79,-8.142,0.0499,0.0389,0.532,0.737,0.802,114.056,3.5712166666666665
Street Fighting Man - Live,Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,0,23,0.273,0.866,-7.598,0.0347,0.000128,0.79,0.961,0.501,134.891,4.106883333333333
"Prodigal Son - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,2,19,0.57,0.786,-8.894,0.0594,0.742,0.00437,0.978,0.651,95.732,4.066883333333333
"You Gotta Move - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,2,18,0.72,0.427,-8.863,0.0545,0.749,0.00095,0.39,0.802,73.459,2.310433333333333
"Under My Thumb - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,3,27,0.603,0.855,-6.558,0.0302,0.0133,0.0924,0.48,0.853,124.742,3.6346666666666665
"I'm Free - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,3,20,0.572,0.853,-6.887,0.0452,0.0385,0.0466,0.775,0.698,123.71,2.792883333333333
"(I Can't Get No) Satisfaction - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,3,22,0.437,0.911,-6.859,0.0372,0.000298,0.64,0.966,0.885,144.338,5.6771
"Everyday I Have The Blues - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,3,16,0.433,0.899,-6.651,0.106,0.0149,0.0,0.505,0.609,94.548,2.45125
"How Blue Can You Get - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,2,16,0.415,0.669,-8.941,0.051,0.0679,0.000102,0.966,0.473,101.063,5.508216666666667
"That's Wrong Little Mama - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,3,15,0.404,0.828,-7.408,0.0999,0.111,1.48e-05,0.374,0.57,147.663,4.184216666666667
"Why I Sing The Blues - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,0,15,0.367,0.861,-6.251,0.0764,0.00993,0.00014,0.484,0.391,152.419,5.28065
"Please Accept My Love - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,2,13,0.356,0.542,-10.208,0.0638,0.114,0.0,0.282,0.403,93.427,4.840883333333333
"Gimme Some Loving - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,1,16,0.557,0.796,-9.312,0.0368,0.782,0.812,0.442,0.779,88.698,0.8326666666666667
"Sweet Soul Music - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,3,19,0.617,0.868,-7.578,0.0955,0.403,0.000264,0.806,0.495,90.521,1.2757666666666667
"Son Of A Preacher Man - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,1,37,0.433,0.667,-8.707,0.0802,0.301,0.0,0.534,0.854,85.883,2.8282166666666666
"Proud Mary - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,3,21,0.396,0.82,-6.727,0.0362,0.242,0.00439,0.704,0.767,161.9,3.1173333333333333
"I've Been Loving You Too Long - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,2,15,0.337,0.357,-10.567,0.0635,0.357,1.43e-06,0.607,0.0493,78.897,5.6771
"Come Together - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,3,19,0.41,0.739,-6.758,0.0456,0.343,0.000695,0.588,0.502,171.746,3.6037666666666666
"Land Of A Thousand Dances - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out! The Rolling Stones In Concert (40th Anniversary Edition),1970,3,16,0.397,0.858,-7.034,0.0409,0.205,0.396,0.387,0.826,106.948,2.671333333333333
Gimme Shelter - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),1969,2,49,0.646,0.62,-8.468,0.032,0.533,0.024,0.148,0.515,118.579,4.50155
Love In Vain - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),1969,2,41,0.376,0.478,-11.317,0.0374,0.242,0.0089,0.117,0.289,182.535,4.317983333333333
Country Honk - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),1969,1,34,0.531,0.777,-10.516,0.0504,0.672,8.06e-06,0.308,0.864,121.11,3.1308833333333332
Live With Me - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),1969,1,33,0.676,0.666,-8.952,0.0339,0.0078,0.0393,0.0843,0.936,129.593,3.5504333333333333
Let It Bleed - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),1969,1,38,0.56,0.7,-7.765,0.0291,0.433,0.00334,0.17,0.85,116.235,5.463766666666666
Midnight Rambler - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),1969,2,36,0.497,0.649,-10.091,0.0702,0.724,1.11e-05,0.287,0.527,129.845,6.8708833333333335
You Got The Silver - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),1969,2,33,0.459,0.388,-10.474,0.0398,0.725,0.0224,0.141,0.592,94.636,2.84955
Monkey Man - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),1969,2,38,0.417,0.772,-8.913,0.036,0.41,0.0282,0.0842,0.497,102.325,4.199333333333334
You Can't Always Get What You Want - Remastered 2019,Let It Bleed (50th Anniversary Edition / Remastered 2019),1969,2,43,0.332,0.652,-9.099,0.0588,0.641,6.4e-05,0.122,0.515,90.184,7.500216666666667
Gimme Shelter,Let It Bleed,1969,2,31,0.633,0.649,-8.272,0.0311,0.464,0.0363,0.17,0.457,118.629,4.512666666666667
Love In Vain,Let It Bleed,1969,2,12,0.378,0.467,-11.822,0.0358,0.249,0.006,0.114,0.272,180.225,4.318433333333333
Country Honk,Let It Bleed,1969,1,13,0.53,0.763,-10.939,0.0509,0.627,1.54e-05,0.276,0.872,120.97,3.124433333333333
Live With Me,Let It Bleed,1969,1,11,0.673,0.632,-9.959,0.0335,0.00646,0.035,0.0808,0.942,129.591,3.552216666666667
Let It Bleed,Let It Bleed,1969,1,13,0.557,0.688,-8.241,0.0291,0.434,0.00106,0.277,0.86,116.229,5.464433333333333
Midnight Rambler,Let It Bleed,1969,2,14,0.489,0.658,-10.287,0.0866,0.776,3.42e-06,0.243,0.551,129.006,6.879333333333333
You Got The Silver,Let It Bleed,1969,2,11,0.477,0.378,-11.108,0.0422,0.741,0.0237,0.139,0.551,139.45,2.84
Monkey Man,Let It Bleed,1969,2,13,0.414,0.772,-9.324,0.035,0.517,0.0634,0.0849,0.533,102.113,4.1911
You Can't Always Get What You Want,Let It Bleed,1969,2,27,0.313,0.625,-9.631,0.0651,0.652,6.4e-05,0.258,0.487,84.044,7.479333333333333
Gimme Shelter,Let It Bleed,1969,2,76,0.634,0.63,-8.277,0.031,0.447,0.039,0.17,0.489,118.628,4.512883333333333
Love In Vain,Let It Bleed,1969,2,42,0.371,0.482,-11.795,0.0355,0.278,0.00468,0.116,0.295,184.36,4.318433333333333
Country Honk,Let It Bleed,1969,1,40,0.531,0.759,-10.992,0.0521,0.627,7.04e-06,0.351,0.888,120.96,3.124433333333333
Live With Me,Let It Bleed,1969,1,39,0.681,0.633,-9.997,0.0352,0.00869,0.049,0.0848,0.954,129.591,3.552216666666667
Let It Bleed,Let It Bleed,1969,1,50,0.558,0.684,-8.246,0.0288,0.433,0.00293,0.226,0.867,116.232,5.464666666666667
Midnight Rambler,Let It Bleed,1969,2,48,0.403,0.658,-10.285,0.118,0.772,3.96e-06,0.166,0.512,75.488,6.879333333333333
You Got The Silver,Let It Bleed,1969,2,42,0.471,0.371,-11.123,0.0423,0.756,0.0272,0.137,0.543,143.892,2.83955
Monkey Man,Let It Bleed,1969,2,50,0.406,0.768,-9.321,0.0374,0.507,0.0473,0.0825,0.55,99.855,4.190883333333334
You Can't Always Get What You Want,Let It Bleed,1969,2,67,0.32,0.62,-9.686,0.0594,0.64,6.36e-05,0.253,0.472,86.327,7.478666666666666
Sympathy For The Devil - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),1968,2,73,0.702,0.668,-9.237,0.214,0.518,0.0,0.0588,0.561,116.063,6.302433333333333
No Expectations - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),1968,2,44,0.302,0.275,-12.281,0.0306,0.536,0.00959,0.118,0.293,182.368,3.95
Dear Doctor - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),1968,1,37,0.604,0.453,-8.273,0.0307,0.0953,1.61e-05,0.142,0.422,126.453,3.3657666666666666
Parachute Woman - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),1968,1,37,0.519,0.63,-7.518,0.0647,0.455,0.367,0.168,0.839,114.416,2.3357666666666668
Jigsaw Puzzle - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),1968,1,37,0.41,0.677,-8.984,0.0454,0.237,6.44e-06,0.0695,0.769,113.606,6.1146666666666665
Street Fighting Man - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),1968,3,56,0.583,0.855,-7.213,0.0333,0.1,0.0177,0.262,0.69,128.178,3.2524333333333333
Prodigal Son - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),1968,2,37,0.627,0.597,-9.095,0.0558,0.435,0.00734,0.128,0.0938,108.286,2.8657666666666666
Stray Cat Blues - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),1968,3,41,0.349,0.831,-6.425,0.0514,0.0031,0.00916,0.0882,0.428,104.747,4.63355
Factory Girl - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),1968,1,37,0.443,0.462,-9.74,0.0351,0.203,1.22e-06,0.142,0.447,177.096,2.16555
Salt Of The Earth - 50th Anniversary Edition,Beggars Banquet (50th Anniversary Edition),1968,2,38,0.389,0.777,-6.534,0.0404,0.155,2.62e-06,0.141,0.365,96.902,4.82555
Sympathy For The Devil,Beggars Banquet,1968,2,45,0.658,0.675,-10.967,0.242,0.604,0.0,0.0428,0.587,115.574,6.296
No Expectations,Beggars Banquet,1968,2,12,0.473,0.274,-13.001,0.027,0.588,0.0124,0.125,0.281,92.424,3.9322166666666667
Dear Doctor,Beggars Banquet,1968,1,8,0.597,0.449,-8.748,0.0318,0.149,0.0,0.204,0.461,126.164,3.36
Parachute Woman,Beggars Banquet,1968,1,9,0.526,0.601,-9.729,0.0435,0.438,0.259,0.099,0.858,113.666,2.3322166666666666
Jigsaw Puzzle,Beggars Banquet,1968,2,8,0.4,0.645,-10.85,0.0435,0.328,5.63e-06,0.0653,0.747,114.004,6.090433333333333
Street Fighting Man,Beggars Banquet,1968,1,20,0.563,0.756,-10.069,0.0314,0.0117,0.00889,0.215,0.751,128.123,3.2462166666666668
Prodigal Son,Beggars Banquet,1968,2,7,0.613,0.556,-10.682,0.0575,0.544,0.00281,0.128,0.083,108.167,2.8428833333333334
Stray Cat Blues,Beggars Banquet,1968,2,10,0.344,0.795,-9.367,0.0476,0.0167,0.00592,0.0849,0.401,104.944,4.618883333333334
Factory Girl,Beggars Banquet,1968,2,7,0.481,0.408,-11.801,0.0365,0.408,0.0,0.132,0.472,150.476,2.1371
Salt Of The Earth,Beggars Banquet,1968,2,7,0.372,0.786,-7.47,0.046,0.299,4.54e-06,0.282,0.379,97.394,4.7911
Sing This All Together,Their Satanic Majesties Request,1967,2,6,0.582,0.721,-12.072,0.0475,0.756,0.000888,0.5,0.549,121.929,3.7922166666666666
Citadel,Their Satanic Majesties Request,1967,1,7,0.298,0.59,-10.412,0.0396,0.0484,5.77e-05,0.0964,0.61,114.813,2.8471
In Another Land,Their Satanic Majesties Request,1967,2,6,0.309,0.515,-12.931,0.0373,0.528,0.000421,0.398,0.367,99.842,3.2262166666666667
2000 Man,Their Satanic Majesties Request,1967,1,8,0.452,0.485,-8.128,0.0445,0.0161,0.0597,0.442,0.52,122.318,3.128433333333333
Sing This All Together (See What Happens),Their Satanic Majesties Request,1967,2,4,0.486,0.829,-12.982,0.0973,0.784,0.262,0.129,0.191,126.218,8.56
She's A Rainbow - Full Version / With Intro,Their Satanic Majesties Request,1967,2,20,0.458,0.798,-9.135,0.042,0.488,0.0214,0.488,0.533,109.143,4.586
The Lantern,Their Satanic Majesties Request,1967,2,5,0.377,0.354,-13.901,0.0326,0.566,0.00939,0.0831,0.263,98.194,4.381766666666667
Gomper,Their Satanic Majesties Request,1967,2,4,0.369,0.535,-12.389,0.0359,0.748,0.609,0.158,0.263,127.239,5.147333333333333
2000 Light Years From Home,Their Satanic Majesties Request,1967,2,10,0.325,0.63,-13.65,0.0475,0.00256,0.00611,0.14,0.291,122.307,4.749333333333333
On With The Show,Their Satanic Majesties Request,1967,2,4,0.515,0.859,-11.294,0.18,0.674,4.55e-06,0.389,0.65,114.361,3.6871
Sing This All Together - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),1967,2,29,0.577,0.815,-9.603,0.0569,0.723,0.000169,0.547,0.461,121.915,3.776666666666667
Citadel - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),1967,1,41,0.247,0.66,-7.631,0.0369,0.0148,0.000286,0.0884,0.612,114.801,2.8473333333333333
In Another Land - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),1967,2,30,0.301,0.637,-10.152,0.0394,0.403,0.000333,0.345,0.321,100.082,3.2546666666666666
2000 Man - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),1967,2,44,0.424,0.555,-5.45,0.0408,0.00164,0.0243,0.462,0.31,122.232,3.1271
Sing This All Together (See What Happens) - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),1967,2,25,0.484,0.867,-10.248,0.0897,0.707,0.0851,0.117,0.203,126.16,8.56355
She’s A Rainbow - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),1967,2,45,0.466,0.81,-7.669,0.0411,0.547,0.017,0.431,0.58,109.16,4.582216666666667
The Lantern - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),1967,2,28,0.407,0.399,-12.781,0.0325,0.466,0.0098,0.0806,0.29,98.634,4.392666666666667
Gomper - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),1967,2,25,0.36,0.595,-10.074,0.0337,0.756,0.618,0.144,0.273,134.097,5.145766666666667
2000 Light Years From Home - Stereo / Remastered,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),1967,2,39,0.347,0.679,-11.91,0.0466,0.00171,0.00477,0.158,0.275,122.269,4.748216666666667
On With The Show - Remastered 2017 / Stereo,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),1967,2,25,0.51,0.882,-10.384,0.193,0.659,4.71e-06,0.38,0.653,114.386,3.689766666666667
Sing This All Together - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),1967,2,20,0.551,0.817,-9.237,0.0443,0.714,0.0026,0.615,0.517,121.997,3.7737666666666665
Citadel - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),1967,3,23,0.279,0.674,-7.065,0.037,0.0578,3.16e-06,0.107,0.538,113.436,2.8506666666666667
In Another Land - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),1967,2,19,0.313,0.722,-9.193,0.0462,0.489,8.48e-06,0.331,0.323,99.476,3.2248833333333335
2000 Man - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),1967,1,21,0.441,0.54,-7.423,0.051,0.0878,0.00116,0.391,0.566,121.754,3.136216666666667
Sing This All Together (See What Happens) - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),1967,2,17,0.461,0.862,-9.889,0.11,0.743,0.045,0.106,0.138,125.964,8.654433333333333
She's A Rainbow - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),1967,2,25,0.438,0.757,-7.443,0.0439,0.726,0.00167,0.433,0.569,108.839,4.596666666666667
The Lantern - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),1967,2,17,0.398,0.504,-9.04,0.0322,0.4,0.0187,0.0704,0.295,98.459,4.427333333333333
Gomper - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),1967,2,16,0.387,0.665,-7.49,0.0347,0.757,0.714,0.0974,0.194,126.789,5.17
2000 Light Years From Home - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),1967,2,18,0.341,0.706,-10.117,0.0627,0.00322,9.89e-05,0.115,0.237,122.953,4.7442166666666665
On With The Show - Mono,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),1967,2,15,0.51,0.918,-8.36,0.153,0.704,1.19e-05,0.428,0.552,113.995,3.7053333333333334
Ruby Tuesday,Flowers,1967,2,17,0.509,0.553,-10.892,0.0289,0.823,1.81e-06,0.216,0.502,104.48,3.2784333333333335
"Have You Seen Your Mother, Baby, Standing In The Shadow? - Mono Version",Flowers,1967,3,10,0.387,0.84,-5.63,0.0374,0.254,0.77,0.237,0.468,100.395,2.566883333333333
Let's Spend The Night Together,Flowers,1967,2,17,0.558,0.795,-7.853,0.0521,0.678,0.0,0.238,0.562,140.823,3.594883333333333
Lady Jane - Stereo Version,Flowers,1967,2,8,0.603,0.303,-16.415,0.0323,0.52,9.61e-05,0.0913,0.322,103.131,3.124433333333333
Out Of Time - Edit Version,Flowers,1967,1,12,0.663,0.709,-9.371,0.0896,0.55,0.0,0.0856,0.61,125.503,3.687333333333333
My Girl,Flowers,1967,2,13,0.588,0.576,-7.827,0.0372,0.687,0.114,0.312,0.752,110.272,2.632216666666667
Back Street Girl,Flowers,1967,1,5,0.521,0.246,-12.915,0.0269,0.0172,0.0,0.0967,0.521,77.352,3.4462166666666665
Please Go Home,Flowers,1967,1,3,0.491,0.696,-9.768,0.0453,0.562,0.000476,0.156,0.75,112.003,3.2866666666666666
Mother's Little Helper,Flowers,1967,1,13,0.6,0.619,-7.168,0.0283,0.062,4.57e-05,0.323,0.716,101.106,2.7711
Take It Or Leave It,Flowers,1967,1,3,0.645,0.533,-12.594,0.0276,0.155,5.11e-05,0.284,0.781,104.389,2.7684333333333333
Ride On Baby,Flowers,1967,1,4,0.555,0.663,-9.956,0.0296,0.393,0.0,0.234,0.851,131.221,2.87555
Sittin' On A Fence,Flowers,1967,1,4,0.63,0.454,-10.048,0.0244,0.251,0.000112,0.124,0.672,101.591,3.046666666666667
Ruby Tuesday,Flowers,1967,2,34,0.523,0.56,-10.781,0.0286,0.823,1.89e-06,0.204,0.504,104.582,3.2802166666666666
"Have You Seen Your Mother, Baby, Standing In The Shadow? - Mono Version",Flowers,1967,3,34,0.373,0.834,-5.49,0.0366,0.283,0.769,0.235,0.486,100.54,2.566666666666667
Let's Spend The Night Together,Flowers,1967,2,41,0.566,0.795,-7.755,0.0498,0.689,0.0,0.249,0.572,140.859,3.596
Lady Jane - Mono Version,Flowers,1967,2,27,0.336,0.315,-16.325,0.0427,0.546,8.95e-05,0.0809,0.293,204.996,3.1251
Out Of Time - Edit Version,Flowers,1967,1,34,0.656,0.71,-9.275,0.0982,0.569,0.0,0.0794,0.667,125.869,3.6884333333333332
My Girl,Flowers,1967,2,36,0.589,0.567,-7.774,0.0342,0.679,0.175,0.335,0.731,110.531,2.63555
Back Street Girl,Flowers,1967,1,28,0.527,0.248,-12.781,0.027,0.0182,0.0,0.0986,0.515,77.397,3.4462166666666665
Please Go Home,Flowers,1967,2,23,0.494,0.7,-9.661,0.0478,0.571,0.000224,0.161,0.704,112.031,3.2884333333333333
Mother's Little Helper,Flowers,1967,1,32,0.602,0.652,-6.974,0.0281,0.0585,2.04e-05,0.317,0.685,101.083,2.7724333333333333
Take It Or Leave It,Flowers,1967,1,24,0.646,0.54,-12.483,0.0277,0.153,6.63e-05,0.285,0.753,104.4,2.7702166666666668
Ride On Baby,Flowers,1967,1,26,0.55,0.671,-9.861,0.0302,0.364,0.0,0.24,0.853,131.218,2.8766666666666665
Sittin' On A Fence,Flowers,1967,1,30,0.631,0.455,-9.942,0.0251,0.243,6.51e-05,0.141,0.631,101.881,3.04755
Yesterday's Papers,Between The Buttons,1967,1,1,0.601,0.565,-8.169,0.0279,0.148,0.0,0.246,0.259,139.798,2.0611
My Obsession,Between The Buttons,1967,1,1,0.646,0.807,-9.094,0.122,0.271,1.02e-06,0.0417,0.533,144.095,3.2777666666666665
Back Street Girl,Between The Buttons,1967,1,1,0.412,0.242,-12.927,0.0275,0.0189,0.0,0.0938,0.548,154.489,3.44955
Connection,Between The Buttons,1967,1,2,0.65,0.679,-11.996,0.0473,0.159,2.42e-05,0.207,0.567,86.585,2.1311
She Smiled Sweetly,Between The Buttons,1967,2,2,0.337,0.3,-12.182,0.132,0.091,0.00469,0.12,0.21,191.37,2.74555
"Cool, Calm And Collected",Between The Buttons,1967,3,1,0.551,0.835,-6.786,0.0477,0.346,0.0431,0.078,0.697,107.751,4.303333333333334
Please Go Home,Between The Buttons,1967,1,1,0.689,0.683,-9.406,0.0372,0.433,1.06e-05,0.1,0.8,117.494,2.2922166666666666
All Sold Out,Between The Buttons,1967,2,0,0.497,0.751,-8.733,0.0444,0.568,0.000227,0.217,0.734,112.025,3.2884333333333333
Who's Been Sleeping Here?,Between The Buttons,1967,1,1,0.536,0.617,-8.096,0.0364,0.196,2.27e-06,0.118,0.644,115.908,3.9206666666666665
Complicated,Between The Buttons,1967,1,2,0.633,0.683,-12.413,0.0365,0.154,5.27e-05,0.105,0.83,146.852,3.2477666666666667
Miss Amanda Jones,Between The Buttons,1967,1,1,0.392,0.826,-10.864,0.0622,0.164,0.0,0.16,0.784,159.009,2.78
Something Happened To Me Yesterday,Between The Buttons,1967,2,1,0.641,0.525,-9.474,0.108,0.763,0.0,0.53,0.565,143.883,4.917333333333334
Let's Spend The Night Together,Between The Buttons (US track listing),1967,2,22,0.559,0.791,-7.73,0.0498,0.68,0.0,0.323,0.552,140.827,3.5982166666666666
Yesterday's Papers,Between The Buttons (US track listing),1967,1,2,0.592,0.584,-8.122,0.0286,0.135,0.0,0.179,0.268,139.886,2.0544333333333333
Ruby Tuesday,Between The Buttons (US track listing),1967,2,24,0.526,0.562,-10.782,0.0295,0.824,1.16e-06,0.176,0.517,104.701,3.2744333333333335
Connection,Between The Buttons (US track listing),1967,1,3,0.563,0.683,-11.897,0.0548,0.155,0.000132,0.233,0.578,172.324,2.12955
She Smiled Sweetly,Between The Buttons (US track listing),1967,2,3,0.342,0.3,-12.071,0.113,0.0977,0.00419,0.122,0.211,190.878,2.74555
"Cool, Calm And Collected",Between The Buttons (US track listing),1967,3,1,0.603,0.843,-6.651,0.0477,0.356,0.0523,0.196,0.746,107.831,4.25155
All Sold Out,Between The Buttons (US track listing),1967,1,1,0.69,0.68,-9.248,0.0358,0.448,1.25e-05,0.0968,0.845,117.481,2.292883333333333
My Obsession,Between The Buttons (US track listing),1967,1,2,0.646,0.817,-9.009,0.128,0.207,2.24e-06,0.0672,0.557,144.101,3.2788833333333334
Who's Been Sleeping Here?,Between The Buttons (US track listing),1967,1,1,0.546,0.618,-7.962,0.0355,0.192,2.14e-06,0.12,0.666,115.733,3.9211
Complicated,Between The Buttons (US track listing),1967,1,2,0.633,0.68,-12.32,0.0358,0.149,9.81e-05,0.118,0.821,145.999,3.2482166666666665
Miss Amanda Jones,Between The Buttons (US track listing),1967,1,1,0.384,0.83,-10.809,0.0641,0.173,0.0,0.183,0.782,159.564,2.780666666666667
Something Happened To Me Yesterday,Between The Buttons (US track listing),1967,2,1,0.648,0.532,-9.344,0.101,0.766,0.0,0.418,0.558,144.384,4.917766666666667
Let's Spend The Night Together,Between The Buttons,1967,2,53,0.562,0.793,-7.774,0.0526,0.705,0.0,0.222,0.57,140.838,3.5986666666666665
Yesterday's Papers,Between The Buttons,1967,1,29,0.595,0.576,-8.103,0.029,0.14,0.0,0.192,0.238,139.885,2.0544333333333333
Ruby Tuesday,Between The Buttons,1967,2,63,0.524,0.553,-10.767,0.0292,0.831,0.0,0.174,0.517,104.578,3.2748833333333334
Connection,Between The Buttons,1967,1,33,0.663,0.689,-11.904,0.0499,0.16,4.71e-05,0.334,0.556,86.588,2.1293333333333333
She Smiled Sweetly,Between The Buttons,1967,2,28,0.338,0.303,-12.023,0.128,0.0906,0.00441,0.122,0.223,191.321,2.7471
