name,album,release_year,cluster,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min
"Cool, Calm And Collected",Between The Buttons,1967,3,27,0.62,0.853,-6.636,0.0527,0.342,0.0391,0.175,0.721,107.969,4.252
All Sold Out,Between The Buttons,1967,1,24,0.692,0.681,-9.265,0.0348,0.44,1.33e-05,0.0978,0.84,117.518,2.2944333333333335
My Obsession,Between The Buttons,1967,1,25,0.648,0.821,-8.978,0.116,0.216,1.38e-06,0.0712,0.611,144.092,3.2804333333333333
Who's Been Sleeping Here?,Between The Buttons,1967,1,25,0.549,0.614,-7.965,0.0329,0.184,2.2e-06,0.118,0.691,115.74,3.9222166666666665
Complicated,Between The Buttons,1967,1,26,0.632,0.677,-12.32,0.0373,0.146,0.000105,0.115,0.816,146.023,3.2493333333333334
Miss Amanda Jones,Between The Buttons,1967,1,29,0.431,0.831,-10.805,0.062,0.175,0.0,0.159,0.791,78.891,2.7813333333333334
Something Happened To Me Yesterday,Between The Buttons,1967,2,25,0.632,0.529,-9.39,0.108,0.776,0.0,0.405,0.568,144.267,4.91755
Yesterday's Papers,Between The Buttons (UK Version),1967,1,19,0.589,0.567,-8.126,0.0292,0.125,0.0,0.216,0.25,139.852,2.06355
My Obsession,Between The Buttons (UK Version),1967,1,18,0.643,0.816,-9.03,0.128,0.222,2.15e-06,0.0683,0.585,143.905,3.27955
Back Street Girl,Between The Buttons (UK Version),1967,1,27,0.417,0.25,-12.772,0.0273,0.0193,0.0,0.0935,0.524,154.213,3.4506666666666668
Connection,Between The Buttons (UK Version),1967,1,19,0.567,0.688,-11.893,0.0551,0.143,4.72e-05,0.307,0.573,172.871,2.132433333333333
She Smiled Sweetly,Between The Buttons (UK Version),1967,2,36,0.339,0.296,-12.079,0.119,0.0951,0.00482,0.121,0.224,191.566,2.7468833333333333
"Cool, Calm And Collected",Between The Buttons (UK Version),1967,1,17,0.622,0.851,-6.67,0.0468,0.359,0.0532,0.0711,0.741,107.938,4.3051
All Sold Out,Between The Buttons (UK Version),1967,1,16,0.694,0.681,-9.257,0.0371,0.429,1.28e-05,0.099,0.805,117.521,2.294216666666667
Please Go Home,Between The Buttons (UK Version),1967,1,18,0.496,0.752,-8.612,0.0436,0.555,0.000602,0.215,0.754,112.012,3.288883333333333
Who's Been Sleeping Here?,Between The Buttons (UK Version),1967,1,15,0.549,0.613,-7.945,0.0337,0.202,2.49e-06,0.118,0.645,115.735,3.9222166666666665
Complicated,Between The Buttons (UK Version),1967,1,17,0.636,0.675,-12.369,0.0371,0.148,8.56e-05,0.106,0.805,145.915,3.2491
Miss Amanda Jones,Between The Buttons (UK Version),1967,1,17,0.419,0.827,-10.801,0.0611,0.184,0.0,0.198,0.782,78.466,2.7813333333333334
Something Happened To Me Yesterday,Between The Buttons (UK Version),1967,2,16,0.648,0.529,-9.36,0.101,0.752,0.0,0.407,0.573,144.127,4.92355
Under My Thumb - Live,got LIVE if you want it!,1966,0,21,0.349,0.936,-9.109,0.126,0.000808,0.00331,0.764,0.45,145.821,2.8991
Get Off of My Cloud - Live,got LIVE if you want it!,1966,0,16,0.285,0.902,-7.919,0.0732,0.0225,0.0,0.714,0.686,144.676,2.9013333333333335
Lady Jane - Live,got LIVE if you want it!,1966,2,17,0.323,0.615,-10.935,0.0318,0.00759,0.111,0.82,0.315,107.369,3.1357666666666666
Not Fade Away - Live,got LIVE if you want it!,1966,3,14,0.511,0.955,-8.749,0.0945,0.000866,0.86,0.814,0.525,122.436,2.0613333333333332
I've Been Loving You Too Long - Live,got LIVE if you want it!,1966,2,18,0.265,0.661,-8.938,0.0388,0.446,0.175,0.35,0.0393,170.581,2.91
Fortune Teller - Live,got LIVE if you want it!,1966,0,14,0.333,0.992,-7.349,0.141,0.00418,1.8e-05,0.188,0.239,173.877,1.9486666666666668
The Last Time - Live,got LIVE if you want it!,1966,0,13,0.118,0.933,-6.996,0.117,0.046,0.0,0.529,0.414,205.02,3.1302166666666666
19th Nervous Breakdown - Live,got LIVE if you want it!,1966,0,16,0.313,0.912,-6.978,0.0605,0.00938,0.0,0.902,0.493,105.424,3.5137666666666667
Time Is On My Side - Live,got LIVE if you want it!,1966,0,13,0.172,0.802,-7.373,0.0542,0.222,0.16,0.541,0.462,196.46,2.8122166666666666
I'm Alright - Live,got LIVE if you want it!,1966,0,12,0.409,0.962,-7.784,0.0669,0.0192,0.0814,0.937,0.405,119.481,2.44155
"Have You Seen Your Mother, Baby, Standing In The Shadow? - Live",got LIVE if you want it!,1966,3,13,0.422,0.926,-7.398,0.0438,0.0231,0.017,0.903,0.448,109.303,2.3204333333333333
(I Can't Get No) Satisfaction - Live,got LIVE if you want it!,1966,0,17,0.261,0.948,-8.118,0.0575,8.94e-06,0.0359,0.299,0.496,156.653,3.076
Under My Thumb - Live,Got Live if you want it!,1966,0,1,0.347,0.938,-9.049,0.128,0.000695,0.00346,0.753,0.442,145.79,2.8988833333333335
Get Off of My Cloud - Live,Got Live if you want it!,1966,3,1,0.302,0.897,-7.907,0.0596,0.0184,0.0,0.732,0.78,144.78,2.9011
Lady Jane - Live,Got Live if you want it!,1966,2,1,0.314,0.589,-10.889,0.0334,0.0108,0.147,0.81,0.322,106.84,3.136
Not Fade Away - Live,Got Live if you want it!,1966,3,0,0.515,0.948,-8.779,0.0997,0.000754,0.89,0.814,0.542,122.533,2.0611
I've Been Loving You Too Long - Live,Got Live if you want it!,1966,2,1,0.265,0.667,-8.868,0.0376,0.452,0.166,0.354,0.0395,170.214,2.91
Fortune Teller - Live,Got Live if you want it!,1966,0,0,0.332,0.989,-7.366,0.149,0.00359,1.3e-05,0.221,0.301,173.877,1.9488833333333333
The Last Time - Live,Got Live if you want it!,1966,3,0,0.339,0.936,-7.042,0.0638,0.0508,0.0,0.558,0.466,103.362,3.13
19th Nervous Breakdown - Live,Got Live if you want it!,1966,0,1,0.309,0.912,-7.023,0.062,0.00933,2.6e-06,0.916,0.534,105.24,3.514
Time Is On My Side - Live,Got Live if you want it!,1966,3,1,0.379,0.796,-7.359,0.0423,0.169,0.38,0.589,0.419,65.99,2.8122166666666666
I'm Alright - Live,Got Live if you want it!,1966,3,0,0.414,0.942,-7.757,0.0629,0.0136,0.132,0.94,0.53,119.475,2.44155
"Have You Seen Your Mother, Baby, Standing In The Shadow? - Live",Got Live if you want it!,1966,3,0,0.427,0.915,-7.401,0.0446,0.0256,0.0179,0.89,0.476,109.26,2.320666666666667
(I Can't Get No) Satisfaction - Live,Got Live if you want it!,1966,3,2,0.254,0.95,-8.124,0.0573,9.21e-06,0.0601,0.295,0.519,156.583,3.076
"Paint It, Black",Aftermath,1966,1,80,0.464,0.795,-9.267,0.0926,0.0493,0.00244,0.399,0.612,158.691,3.3711
Stupid Girl,Aftermath,1966,1,39,0.694,0.802,-11.918,0.0577,0.173,0.486,0.152,0.903,130.879,2.9231
Lady Jane - Mono Version,Aftermath,1966,2,44,0.6,0.303,-16.408,0.0318,0.516,0.000123,0.0832,0.31,102.998,3.1346666666666665
Under My Thumb,Aftermath,1966,1,64,0.732,0.494,-13.571,0.0406,0.299,0.205,0.0919,0.799,126.986,3.6922166666666665
Doncha Bother Me,Aftermath,1966,1,36,0.544,0.812,-11.191,0.0592,0.516,0.0031,0.11,0.783,123.269,2.6864333333333335
Think,Aftermath,1966,1,35,0.612,0.603,-12.08,0.0438,0.00507,0.134,0.18,0.606,133.038,3.15755
Flight 505,Aftermath,1966,1,35,0.564,0.664,-11.224,0.0487,0.0577,0.0154,0.213,0.868,134.068,3.45155
High And Dry,Aftermath,1966,1,33,0.552,0.489,-13.629,0.0417,0.0492,0.00725,0.169,0.754,114.052,3.1333333333333333
It's Not Easy,Aftermath,1966,1,34,0.644,0.824,-11.15,0.0512,0.686,3.06e-05,0.577,0.822,135.595,2.9377666666666666
I Am Waiting,Aftermath,1966,2,39,0.63,0.396,-14.73,0.039,0.572,2.65e-05,0.083,0.604,88.699,3.1822166666666667
Going Home,Aftermath,1966,2,35,0.5,0.519,-13.094,0.0531,0.0677,0.0759,0.223,0.472,130.685,11.2211
Mother's Little Helper,Aftermath (UK Version),1966,1,19,0.578,0.553,-11.725,0.031,0.013,8.84e-06,0.269,0.708,101.731,2.7493333333333334
Stupid Girl,Aftermath (UK Version),1966,1,3,0.693,0.804,-11.832,0.0634,0.169,0.596,0.25,0.901,130.876,2.9122166666666667
Lady Jane - Stereo Version,Aftermath (UK Version),1966,2,8,0.337,0.308,-16.301,0.0439,0.536,4.12e-05,0.0845,0.322,204.801,3.134
Under My Thumb,Aftermath (UK Version),1966,1,15,0.732,0.487,-13.472,0.0419,0.293,0.16,0.091,0.766,126.949,3.6922166666666665
Doncha Bother Me,Aftermath (UK Version),1966,1,2,0.547,0.823,-11.102,0.0595,0.605,0.00754,0.11,0.812,123.283,2.686
Going Home,Aftermath (UK Version),1966,2,3,0.502,0.519,-13.018,0.0506,0.0648,0.0661,0.207,0.465,130.61,11.2211
Flight 505,Aftermath (UK Version),1966,1,2,0.555,0.687,-11.168,0.047,0.0685,0.0115,0.293,0.868,134.11,3.45155
High And Dry,Aftermath (UK Version),1966,1,1,0.557,0.498,-13.576,0.0445,0.0537,0.00547,0.208,0.764,114.054,3.1333333333333333
Out Of Time - Long Version,Aftermath (UK Version),1966,2,9,0.653,0.617,-10.856,0.0706,0.674,0.0,0.125,0.706,126.711,5.614883333333333
It's Not Easy,Aftermath (UK Version),1966,1,1,0.64,0.828,-11.075,0.049,0.682,1.05e-05,0.581,0.821,135.576,2.9377666666666666
I Am Waiting,Aftermath (UK Version),1966,2,3,0.628,0.37,-14.689,0.038,0.589,3.41e-05,0.0849,0.656,88.592,3.18155
Take It Or Leave It,Aftermath (UK Version),1966,1,2,0.639,0.518,-12.548,0.0287,0.138,7.05e-05,0.163,0.791,104.561,2.788883333333333
Think,Aftermath (UK Version),1966,1,1,0.609,0.61,-11.933,0.0438,0.00389,0.0606,0.17,0.655,132.891,3.16155
What To Do - Stereo Version,Aftermath (UK Version),1966,1,1,0.609,0.507,-13.269,0.0423,0.539,0.00102,0.221,0.834,124.201,2.542883333333333
Mother's Little Helper,Aftermath (UK Version),1966,1,52,0.582,0.545,-11.677,0.0298,0.017,4.05e-06,0.229,0.721,101.691,2.7482166666666665
Stupid Girl,Aftermath (UK Version),1966,1,23,0.7,0.811,-11.837,0.0589,0.188,0.55,0.256,0.891,130.895,2.9126666666666665
Lady Jane - Mono Version,Aftermath (UK Version),1966,2,25,0.334,0.312,-16.304,0.0454,0.572,2.76e-05,0.0749,0.296,205.687,3.134
Under My Thumb,Aftermath (UK Version),1966,1,32,0.733,0.487,-13.462,0.0417,0.307,0.172,0.0887,0.782,126.994,3.692
Doncha Bother Me,Aftermath (UK Version),1966,1,22,0.557,0.827,-11.175,0.0541,0.558,0.00563,0.109,0.79,123.09,2.686
Going Home,Aftermath (UK Version),1966,2,14,0.513,0.513,-13.006,0.051,0.069,0.0865,0.21,0.456,130.711,11.220883333333333
Flight 505,Aftermath (UK Version),1966,1,21,0.564,0.671,-11.141,0.0471,0.0567,0.0222,0.33,0.873,134.083,3.453333333333333
High And Dry,Aftermath (UK Version),1966,1,20,0.56,0.5,-13.544,0.0443,0.0534,0.00872,0.242,0.772,114.032,3.1333333333333333
Out Of Time,Aftermath (UK Version),1966,2,46,0.653,0.618,-10.852,0.0744,0.663,0.0,0.134,0.705,126.73,5.614883333333333
It's Not Easy,Aftermath (UK Version),1966,1,20,0.646,0.831,-11.085,0.0507,0.678,2.71e-05,0.571,0.811,135.598,2.93755
I Am Waiting,Aftermath (UK Version),1966,2,23,0.63,0.384,-14.651,0.0394,0.564,5.49e-05,0.0993,0.614,88.586,3.182
Take It Or Leave It,Aftermath (UK Version),1966,1,23,0.648,0.538,-12.537,0.0283,0.154,0.000125,0.165,0.763,104.408,2.7884333333333333
Think,Aftermath (UK Version),1966,1,20,0.61,0.612,-11.976,0.0435,0.00464,0.0592,0.167,0.636,133.006,3.16155
What To Do - Mono Version,Aftermath (UK Version),1966,1,21,0.61,0.492,-13.266,0.0436,0.554,0.00582,0.238,0.834,124.179,2.5424333333333333
She Said Yeah - Remastered 2002,December’s Children (And Everybody’s),1965,1,24,0.401,0.858,-7.649,0.067,0.0289,0.031,0.0571,0.8,111.303,1.5668833333333334
Talkin' About You - Remastered 2002,December’s Children (And Everybody’s),1965,1,20,0.667,0.643,-8.153,0.0365,0.101,0.000433,0.0496,0.855,120.274,2.5137666666666667
You Better Move On,December’s Children (And Everybody’s),1965,1,31,0.616,0.675,-8.178,0.0289,0.452,0.0,0.221,0.757,115.881,2.6582166666666667
Look What You've Done - Mono Version,December’s Children (And Everybody’s),1965,1,23,0.567,0.566,-9.602,0.0492,0.499,0.262,0.554,0.764,98.307,2.2622166666666668
The Singer Not The Song - Mono Version,December’s Children (And Everybody’s),1965,1,25,0.719,0.574,-9.139,0.0298,0.0506,0.000337,0.0933,0.862,110.769,2.3697666666666666
Route 66 - Live,December’s Children (And Everybody’s),1965,3,22,0.38,0.965,-6.457,0.0744,0.0271,0.895,0.397,0.483,85.183,2.6546666666666665
Get Off Of My Cloud - Mono Version,December’s Children (And Everybody’s),1965,1,55,0.579,0.877,-8.83,0.0488,0.0289,0.571,0.0656,0.9,126.336,2.918
I'm Free - Mono Version,December’s Children (And Everybody’s),1965,1,25,0.638,0.462,-10.376,0.031,0.209,0.0887,0.335,0.565,118.728,2.38555
As Tears Go By - Mono Version,December’s Children (And Everybody’s),1965,2,56,0.331,0.277,-11.035,0.0295,0.723,0.00263,0.181,0.366,112.78,2.75355
Gotta Get Away - Mono Version,December’s Children (And Everybody’s),1965,1,20,0.669,0.572,-8.247,0.037,0.0666,0.578,0.156,0.701,112.932,2.1108833333333332
Blue Turns To Grey,December’s Children (And Everybody’s),1965,1,25,0.581,0.673,-7.847,0.0282,0.2,0.0127,0.165,0.736,112.517,2.4802166666666667
I'm Moving On - Live,December’s Children (And Everybody’s),1965,3,19,0.188,0.871,-5.752,0.0573,0.00646,0.779,0.301,0.535,169.661,2.228666666666667
She Said Yeah - Remastered 2002,December's Children (and everybody's),1965,1,3,0.404,0.833,-7.767,0.0632,0.0296,0.0422,0.0693,0.853,111.603,1.5671
Talkin' About You - Remastered 2002,December's Children (and everybody's),1965,1,2,0.669,0.631,-8.29,0.0386,0.105,0.000467,0.046,0.832,120.213,2.514
You Better Move On,December's Children (and everybody's),1965,1,2,0.619,0.67,-8.232,0.0283,0.43,0.0,0.211,0.769,115.875,2.6588833333333333
Look What You've Done - Mono Version,December's Children (and everybody's),1965,1,2,0.566,0.579,-9.598,0.0593,0.497,0.239,0.555,0.776,98.615,2.2628833333333334
The Singer Not The Song - Mono Version,December's Children (and everybody's),1965,1,2,0.717,0.578,-9.03,0.0291,0.0337,0.000172,0.0795,0.888,110.829,2.3706666666666667
Route 66 - Live,December's Children (and everybody's),1965,3,1,0.323,0.965,-6.56,0.0891,0.0191,0.9,0.406,0.499,84.81,2.6548833333333333
Get Off Of My Cloud - Mono Version,December's Children (and everybody's),1965,1,18,0.575,0.875,-9.139,0.0513,0.022,0.412,0.0657,0.884,126.328,2.9182166666666665
I'm Free - Mono Version,December's Children (and everybody's),1965,1,2,0.642,0.458,-10.448,0.0311,0.2,0.0668,0.213,0.55,118.699,2.38555
As Tears Go By - Mono Version,December's Children (and everybody's),1965,2,21,0.355,0.28,-11.031,0.0293,0.736,0.00733,0.168,0.38,113.315,2.7544333333333335
Gotta Get Away - Mono Version,December's Children (and everybody's),1965,1,2,0.668,0.557,-8.208,0.032,0.0669,0.65,0.191,0.712,112.932,2.11155
Blue Turns To Grey,December's Children (and everybody's),1965,1,2,0.58,0.66,-8.027,0.0279,0.21,0.0126,0.143,0.739,112.45,2.4806666666666666
I'm Moving On - Live,December's Children (and everybody's),1965,3,1,0.322,0.862,-5.694,0.0474,0.00945,0.832,0.249,0.504,84.522,2.2288833333333335
Mercy Mercy - Remastered 2002,Out Of Our Heads,1965,1,36,0.61,0.761,-9.217,0.0407,0.00622,0.0318,0.0706,0.725,124.48,2.7451
Hitch Hike - Remastered 2002,Out Of Our Heads,1965,1,31,0.745,0.841,-6.952,0.0329,0.312,0.631,0.0325,0.961,123.535,2.4273333333333333
The Last Time - Mono Version,Out Of Our Heads,1965,0,50,0.327,0.92,-5.223,0.0611,0.144,0.84,0.774,0.439,167.972,3.69155
That's How Strong My Love Is - Remastered 2002,Out Of Our Heads,1965,1,35,0.444,0.58,-9.02,0.0278,0.00186,0.0118,0.0813,0.52,96.489,2.4204333333333334
Good Times - Remastered 2002,Out Of Our Heads,1965,1,32,0.669,0.554,-10.289,0.0385,0.0691,0.00143,0.439,0.776,126.146,1.97155
I'm Alright - Live,Out Of Our Heads,1965,3,29,0.426,0.824,-9.782,0.0502,5.81e-05,0.716,0.946,0.612,118.944,2.3931
(I Can't Get No) Satisfaction - Mono Version,Out Of Our Heads,1965,1,76,0.723,0.863,-7.89,0.0338,0.0383,0.0317,0.128,0.931,136.302,3.71355
Cry To Me - Remastered 2002,Out Of Our Heads,1965,1,32,0.336,0.642,-10.085,0.0422,0.128,0.237,0.17,0.538,182.064,3.1502166666666667
The Under Assistant West Coast Promotion Man - Edit / Mono Version,Out Of Our Heads,1965,1,30,0.57,0.672,-7.705,0.0345,0.0904,1.44e-06,0.269,0.614,136.883,3.1224333333333334
Play With Fire - Mono Version,Out Of Our Heads,1965,2,56,0.578,0.429,-9.601,0.0268,0.178,6.01e-05,0.171,0.0889,108.738,2.222
The Spider And The Fly - Remastered 2002,Out Of Our Heads,1965,1,36,0.747,0.454,-10.758,0.0327,0.0935,0.219,0.118,0.909,98.995,3.633766666666667
One More Try - Remastered 2002,Out Of Our Heads,1965,1,32,0.539,0.802,-9.484,0.0561,0.0357,0.526,0.303,0.94,177.9,1.9668833333333333
Mercy Mercy - Remastered 2002,Out Of Our Heads (US Sequence),1965,1,4,0.609,0.754,-9.187,0.0418,0.00437,0.0138,0.0684,0.744,124.496,2.7457666666666665
Hitch Hike - Remastered 2002,Out Of Our Heads (US Sequence),1965,1,2,0.745,0.851,-6.931,0.0327,0.29,0.71,0.031,0.964,123.515,2.427766666666667
The Last Time - Mono Version,Out Of Our Heads (US Sequence),1965,0,16,0.334,0.922,-5.248,0.0577,0.14,0.849,0.788,0.391,167.806,3.6922166666666665
That's How Strong My Love Is - Remastered 2002,Out Of Our Heads (US Sequence),1965,1,3,0.433,0.596,-9.086,0.0294,0.00129,0.00795,0.0781,0.533,96.833,2.4211
Good Times - Remastered 2002,Out Of Our Heads (US Sequence),1965,1,3,0.665,0.559,-10.221,0.0386,0.0723,0.000581,0.434,0.751,126.291,1.9722166666666667
I'm Alright - Live,Out Of Our Heads (US Sequence),1965,3,3,0.428,0.818,-9.755,0.0458,5.48e-05,0.587,0.952,0.598,118.908,2.3933333333333335
(I Can't Get No) Satisfaction - Mono Version,Out Of Our Heads (US Sequence),1965,1,45,0.724,0.865,-7.899,0.0334,0.0353,0.064,0.106,0.931,136.296,3.714
Cry To Me - Remastered 2002,Out Of Our Heads (US Sequence),1965,1,3,0.347,0.655,-10.087,0.0463,0.121,0.288,0.164,0.5,182.113,3.1511
The Under Assistant West Coast Promotion Man - Edit / Mono Version,Out Of Our Heads (US Sequence),1965,1,2,0.569,0.673,-7.748,0.0361,0.0841,1.77e-06,0.359,0.605,137.01,3.1228833333333332
Play With Fire - Mono Version,Out Of Our Heads (US Sequence),1965,2,11,0.564,0.438,-9.507,0.0266,0.204,4.47e-05,0.175,0.0832,108.98,2.2228833333333333
The Spider And The Fly - Remastered 2002,Out Of Our Heads (US Sequence),1965,1,6,0.747,0.445,-10.786,0.0325,0.0961,0.221,0.104,0.899,99.0,3.6344333333333334
One More Try - Remastered 2002,Out Of Our Heads (US Sequence),1965,1,3,0.542,0.793,-9.466,0.0543,0.0328,0.591,0.299,0.939,177.781,1.9671
She Said Yeah - Remastered 2002,Out Of Our Heads (UK Sequence),1965,1,4,0.391,0.849,-8.081,0.0695,0.0337,0.0412,0.0547,0.831,111.024,1.5726666666666667
Mercy Mercy - Remastered 2002,Out Of Our Heads (UK Sequence),1965,1,3,0.605,0.758,-9.253,0.0398,0.0042,0.0459,0.108,0.727,124.507,2.744666666666667
Hitch Hike - Remastered 2002,Out Of Our Heads (UK Sequence),1965,1,1,0.744,0.844,-7.036,0.0327,0.31,0.684,0.0289,0.963,123.497,2.42355
That's How Strong My Love Is - Remastered 2002,Out Of Our Heads (UK Sequence),1965,1,2,0.443,0.606,-9.4,0.0279,0.0015,0.0135,0.072,0.548,96.577,2.4206666666666665
Good Times - Remastered 2002,Out Of Our Heads (UK Sequence),1965,1,2,0.667,0.555,-10.539,0.0381,0.0541,0.00249,0.507,0.765,126.249,1.9691
Gotta Get Away - Mono Version,Out Of Our Heads (UK Sequence),1965,1,2,0.668,0.556,-8.582,0.0365,0.0643,0.547,0.216,0.711,112.93,2.1086666666666667
Talkin' About You - Remastered 2002,Out Of Our Heads (UK Sequence),1965,1,2,0.654,0.636,-8.596,0.0393,0.125,0.00113,0.0591,0.853,120.22,2.51555
Cry To Me - Remastered 2002,Out Of Our Heads (UK Sequence),1965,1,2,0.348,0.636,-10.325,0.0429,0.126,0.185,0.188,0.518,181.819,3.15
Oh Baby (We Got A Good Thing Goin') - Remastered 2002,Out Of Our Heads (UK Sequence),1965,1,2,0.633,0.704,-9.186,0.0324,0.347,0.262,0.824,0.971,141.587,2.13155
Heart Of Stone - Mono Version,Out Of Our Heads (UK Sequence),1965,1,6,0.389,0.66,-9.883,0.0361,0.261,0.0456,0.326,0.653,187.618,2.83955
The Under Assistant West Coast Promotion Man - Edit / Mono Version,Out Of Our Heads (UK Sequence),1965,1,1,0.57,0.667,-8.03,0.0357,0.0884,1.13e-06,0.22,0.594,136.84,3.1224333333333334
I'm Free - Mono Version,Out Of Our Heads (UK Sequence),1965,1,4,0.643,0.46,-10.843,0.0311,0.208,0.0876,0.335,0.608,118.743,2.3928833333333333
She Said Yeah - Remastered 2002,Out Of Our Heads (UK),1965,1,21,0.421,0.83,-7.818,0.0631,0.0315,0.0234,0.0482,0.835,111.124,1.5728833333333334
Mercy Mercy - Remastered 2002,Out Of Our Heads (UK),1965,1,17,0.604,0.763,-9.254,0.0396,0.00424,0.0252,0.0548,0.768,124.475,2.7813333333333334
Hitch Hike - Remastered 2002,Out Of Our Heads (UK),1965,1,15,0.747,0.835,-7.04,0.0324,0.34,0.733,0.0281,0.963,123.456,2.4364333333333335
That's How Strong My Love Is - Remastered 2002,Out Of Our Heads (UK),1965,1,17,0.431,0.596,-9.121,0.0269,0.00151,0.00407,0.0642,0.541,96.711,2.4286666666666665
Good Times - Remastered 2002,Out Of Our Heads (UK),1965,1,16,0.663,0.551,-10.317,0.0391,0.0736,0.00136,0.207,0.748,126.251,1.9933333333333334
Gotta Get Away - Mono Version,Out Of Our Heads (UK),1965,1,21,0.666,0.55,-8.296,0.0326,0.0693,0.574,0.142,0.699,112.947,2.1266666666666665
